gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.5660189337319382,0.02740018462958689,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.41666666666666663,1,0,0,0,0,0,0,0,0,0.012954658694568993,0.06804754211862452,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,0.7083333333333333,0,0,1,0,1,1,1,1,0,0.4175386148480319,0.35289637664435725,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.9305555555555555,0,0,1,1,0,0,0,0,0,0.1783756851021425,0.27875028848372946,0,1,0,0,0,0,1,1,0,0,0
1,0,1,1,0.4305555555555555,1,1,1,1,0,1,0,1,1,0.5680119581464873,0.26837064389568427,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5226706527154958,0.0059889222247865226,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.3611111111111111,1,0,0,0,0,0,1,1,1,0.7229696063776782,0.27036695130394645,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.3611111111111111,1,0,1,1,0,0,0,0,0,0.6347782760338815,0.23670090006923614,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.2670652715495765,0.2819986152780983,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.8472222222222222,1,1,0,1,1,0,1,1,0,0.6243148978574988,0.5670090006923609,0,1,0,0,0,0,1,1,0,0,0
1,1,1,0,0.9305555555555555,1,1,1,1,0,0,0,0,0,0.6537120079720976,0.6427417493653358,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.027777777777777776,1,0,0,1,0,0,0,0,0,0.3089187842551071,0.009023771059312256,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0.6388888888888888,1,1,0,1,1,1,1,1,1,0.9033383158943697,0.5579852296330488,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.5171898355754859,0.020240018462958687,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.3472222222222222,1,1,1,0,0,1,1,0,1,0.5107125062282013,0.2000750057696746,0,1,0,0,1,0,0,0,1,0,0
0,0,1,1,0.9444444444444444,1,1,0,0,0,0,1,0,1,0.6452416542102641,0.6539349180706209,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.05555555555555555,0,0,0,0,1,0,0,0,1,0.11360239162929744,0.011504731133164092,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.7083333333333333,1,0,1,0,0,0,1,0,0,0.6786248131539611,0.49023194091853217,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0.9305555555555555,1,0,0,0,0,0,0,0,1,0.025411061285500747,0.1607546734364182,0,0,0,1,0,0,1,0,0,0,1
0,0,1,0,0.9444444444444444,1,1,1,1,1,1,1,1,0,0.9631290483308421,0.9029252250173091,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0.7777777777777777,1,0,0,0,0,0,0,0,0,0.016940707523667137,0.12785021924763443,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1.0,1,1,1,1,1,0,1,1,1,0.9217737917289488,0.8923263327948303,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,0.05555555555555555,1,1,0,0,0,0,1,0,1,0.6477329347284504,0.03337756750519271,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.4722222222222222,1,1,0,0,0,0,0,0,0,0.07822620827105134,0.11095661204708056,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.3472222222222222,1,1,0,0,0,0,0,0,0,0.06477329347284502,0.07769443803369491,1,0,0,1,0,0,1,0,1,0,0
1,1,1,0,0.08333333333333333,1,0,0,0,1,0,1,1,1,0.7722969606377679,0.06403761827832911,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.26905829596412556,0.00639279944611124,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,1,0,0,0.6053811659192825,0.0144068774521117,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.3194444444444444,1,1,0,1,1,0,1,1,1,0.8784255107125063,0.2844103392568659,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,0,0.6168410563029398,0.00707939072236326,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.861111111111111,1,1,1,1,1,1,1,1,1,0.9646238166417538,0.8209843064851142,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.5261584454409567,0.05237133625663513,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5117090184354758,0.005861989383798754,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.027777777777777776,1,1,0,0,0,0,0,0,1,0.3104135525660189,0.010125778906069697,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.5694444444444444,1,1,0,0,1,1,0,1,1,0.5017438963627304,0.3298234479575352,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0.5,1,1,0,1,1,0,1,0,1,0.7882411559541604,0.3968497576736672,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,1.0,1,1,0,1,0,0,1,1,1,0.8086696562032886,0.8385529656127394,0,0,1,0,0,0,1,0,0,1,0
0,1,1,1,0.38888888888888884,0,0,0,0,0,0,1,0,1,0.17588440458395613,0.11018347565197323,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.9305555555555555,1,1,0,0,1,1,1,1,1,0.8709516691579473,0.7730325409646895,0,0,1,0,0,0,1,1,0,0,0
1,1,0,0,0.027777777777777776,1,0,0,1,1,1,0,1,1,0.7658196312904832,0.01863027925225017,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.8055555555555555,1,1,0,0,1,1,1,1,1,0.8609865470852018,0.7155319639972306,1,0,1,0,0,1,0,0,0,1,0
1,0,1,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.012456402590931726,0.1162647126702054,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,0.4861111111111111,1,1,0,0,0,1,1,1,1,0.5500747384155457,0.3049042234018001,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.3194444444444444,1,0,1,1,1,1,0,0,1,0.47832585949177875,0.17482114008769906,0,1,0,0,0,1,0,0,0,0,1
1,0,1,1,0.8333333333333333,1,0,1,1,0,1,1,1,1,0.6058794220229198,0.5359566120470804,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,0.05555555555555555,1,1,0,0,0,0,0,0,1,0.5595416043846538,0.033210246942072474,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0.7222222222222222,1,0,1,0,0,0,1,0,0,0.656203288490284,0.4996365105008077,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.3333333333333333,0,0,1,1,1,0,1,1,0,0.39212755356253115,0.1556600507731364,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0.08333333333333333,1,1,0,1,0,0,1,0,1,0.7159940209267563,0.057985229633048696,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.7414050822122572,0.7747749826909762,0,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0.5555555555555556,1,0,1,0,0,1,1,0,1,0.45690084703537615,0.2817389799215324,0,1,0,0,1,0,0,0,1,0,0
0,0,1,1,1.0,0,0,1,1,1,1,1,1,0,0.47284504235176883,0.5257962150934687,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,0.041666666666666664,1,0,0,1,0,1,0,0,1,0.615346287992028,0.025675051927071313,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.8472222222222222,1,1,0,0,1,1,1,1,1,0.8475336322869955,0.7500057696745904,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.06944444444444445,0,0,1,1,1,1,0,0,1,0.24912805181863476,0.02310177705977383,1,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.7222222222222222,1,1,0,0,0,0,0,0,0,0.06278026905829595,0.15142510962381722,0,0,0,1,0,0,1,0,0,0,1
0,0,0,1,0.06944444444444445,1,0,0,0,0,1,0,0,1,0.32635774788241156,0.03092545580429264,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.2222222222222222,0,0,1,0,0,0,1,0,1,0.2057797708021923,0.07449803831063928,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.4305555555555555,1,0,1,0,1,1,0,0,0,0.6910812157448928,0.3121913224094161,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.6388888888888888,1,1,0,1,1,0,1,0,1,0.7613353263577479,0.4954650357719825,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.08333333333333333,0,0,1,1,1,1,1,1,1,0.44992526158445445,0.03807985229633049,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,0.7638888888888888,1,1,0,0,1,0,1,1,1,0.8146487294469358,0.6335679667666744,1,0,1,0,0,1,0,0,0,1,0
0,1,1,0,0.375,1,1,1,0,0,1,1,1,1,0.857498754359741,0.3287502884837295,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0.18055555555555555,0,0,0,0,0,0,0,0,1,0.05630293971101144,0.032540964689591514,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1.0,1,1,0,1,1,0,1,1,1,0.8639760837070254,0.8683937225940457,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.7916666666666666,1,0,1,1,0,1,0,0,1,0.41355256601893375,0.3959554581121625,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,0.4861111111111111,1,0,0,0,0,0,0,0,0,0.01644245142002987,0.07468266789753059,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.986111111111111,0,0,0,1,1,1,1,1,0,0.39860488290981566,0.4762404800369259,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,0.4583333333333333,1,1,0,0,0,0,0,0,1,0.06228201295465868,0.08325640433879529,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.2777777777777778,1,1,0,0,1,0,1,0,1,0.7020428500249128,0.20109046849757675,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.125,1,1,0,1,0,0,0,0,1,0.36920777279521677,0.05566582044772675,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0.7222222222222222,0,0,1,0,1,0,0,0,0,0.17140009965122074,0.2238806831294715,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.06875934230194317,0.05285021924763444,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0.125,1,0,0,1,1,0,0,0,1,0.6143497757847535,0.08341795522732519,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.4305555555555555,1,0,0,0,0,1,0,0,1,0.3084205281514699,0.1707535195015001,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.9444444444444444,0,0,0,1,1,1,1,1,0,0.4190333831589437,0.47198246018924533,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,1.0,1,0,1,1,1,1,0,1,1,0.5590433482810164,0.6021924763443341,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0.7777777777777777,1,0,0,0,0,0,0,0,1,0.012954658694568993,0.12251903992614817,0,0,0,1,0,0,1,1,0,0,0
0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.01145989038365719,0.1705111931687053,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0.29166666666666663,1,0,0,0,0,0,0,0,1,0.016940707523667137,0.04588045234248789,0,0,0,1,1,0,0,0,0,0,1
0,1,0,0,0.15277777777777776,1,1,0,0,0,0,0,1,1,0.6631788739412058,0.10247519039926149,1,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0.7916666666666666,1,0,0,1,1,0,1,0,1,0.7214748380667664,0.5978536810523887,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.6388888888888888,1,0,0,0,0,0,0,0,0,0.0179372197309417,0.10191553196399723,0,0,0,1,0,0,1,1,0,0,0
1,0,1,1,0.5,1,1,0,0,0,0,0,0,0,0.06826108619830593,0.10525617355181169,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.41666666666666663,1,0,1,0,1,0,0,0,1,0.3726955655206776,0.18867412877913686,0,1,0,0,0,0,1,0,0,0,1
0,0,0,1,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.021425012456402576,0.007610200784675745,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,0.08333333333333333,1,1,0,1,0,0,0,1,1,0.7224713502740409,0.05694091853219479,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.861111111111111,1,0,0,0,0,0,0,0,0,0.01594419531639263,0.14249365335795064,0,0,0,1,0,0,1,1,0,0,0
1,0,0,1,0.1388888888888889,1,1,0,0,0,0,1,1,0,0.766816143497758,0.1051927071313178,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.125,1,0,0,0,0,0,0,0,1,0.006975585450921751,0.019247634433417954,1,0,0,1,1,0,0,0,0,0,1
1,0,1,1,0.7222222222222222,1,1,0,0,0,0,0,0,0,0.06527154957648232,0.13966074313408725,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0.6527777777777778,1,0,1,0,1,0,0,1,0,0.715495764823119,0.47523655665820447,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.005480817140009975,0.0042926378952227095,0,0,0,1,1,0,0,0,0,0,1
0,0,0,0,0.05555555555555555,1,0,0,0,0,0,1,0,1,0.6053811659192825,0.03281213939533811,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.3055555555555555,1,0,0,0,0,0,0,0,0,0.016940707523667137,0.04785368105238865,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,0.3611111111111111,1,1,0,0,0,0,1,0,1,0.6527154957648231,0.23676436648972998,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.06944444444444445,1,1,0,0,0,0,0,0,0,0.5710014947683109,0.04556312024001846,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.013888888888888888,1,1,0,0,1,0,1,1,1,0.8290981564524167,0.009537272097853683,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.9444444444444444,1,1,1,1,1,1,1,1,1,0.9611360239162929,0.9036522040156936,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0.5277777777777778,1,0,0,0,0,0,0,0,0,0.010463378176382654,0.08501038541426265,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0.41666666666666663,1,1,1,1,1,0,0,0,0,0.731938216243149,0.3161031617816755,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.1111111111111111,1,0,0,0,0,1,0,0,0,0.3104135525660189,0.044939995384260335,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,0.013888888888888888,1,0,0,0,1,0,0,0,0,0.5774788241155955,0.0066235864297253646,1,0,1,0,1,0,0,0,0,1,0
0,1,0,0,0.08333333333333333,0,0,0,0,0,0,1,1,1,0.260587942202292,0.028184860373874916,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.01544593921275536,0.029327255942764825,0,0,0,1,1,0,0,0,0,0,1
1,1,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,1,0.5301444942700548,0.040710823909531506,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0.4305555555555555,1,1,0,0,1,0,1,0,0,0.7015445939212757,0.30745441957073616,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.041666666666666664,0,0,0,1,0,0,0,1,0,0.21973094170403581,0.008504500346180475,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0.8055555555555555,1,1,0,0,1,1,1,1,1,0.8355754857997011,0.6769674590353104,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.19444444444444442,1,0,0,1,0,1,0,0,1,0.6158445440956651,0.1261827832910224,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,0.5833333333333333,1,1,0,0,0,0,1,0,1,0.661684105630294,0.40647934456496654,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.736111111111111,1,0,1,1,1,1,0,1,0,0.809666168410563,0.6237537502884837,0,0,1,0,0,0,1,0,0,0,1
0,0,0,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0.3153961136023916,0.0035887375951996307,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.5416666666666666,1,0,1,0,1,1,1,1,0,0.615346287992028,0.36512231710131543,1,1,0,0,0,1,0,0,1,0,0
0,0,0,0,0.1388888888888889,1,1,0,0,0,0,0,0,1,0.57299451918286,0.08752596353565659,0,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0.6666666666666666,1,1,1,1,1,0,0,0,1,0.4598903836571999,0.3480902377105931,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0.4861111111111111,1,1,0,0,0,0,0,0,0,0.5690084703537618,0.3020136164320332,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.01145989038365719,0.12280175398107547,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.25660189337319383,0.002907915993537964,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.875,1,0,0,0,0,0,0,0,0,0.010961634280019922,0.14367066697438263,0,0,0,1,0,0,1,0,0,1,0
1,1,1,0,0.9722222222222222,1,1,0,1,1,0,1,1,1,0.8624813153961135,0.8412358642972536,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0.375,1,1,0,0,1,0,0,0,1,0.5959142999501744,0.24425340410800833,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.014449427005480797,0.1570505423494115,0,0,0,1,0,0,1,0,1,0,0
1,1,0,0,0.375,1,1,0,1,0,0,0,0,1,0.6297957149975087,0.24270136164320336,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.4861111111111111,1,1,1,0,0,0,0,0,0,0.3687095166915795,0.21985921993999538,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0.2638888888888889,0,0,0,0,0,0,1,1,1,0.2650722471350274,0.10094045695822756,1,1,0,0,0,1,0,0,1,0,0
0,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,0,0.5764823119083209,0.027555965843526428,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0.861111111111111,1,1,0,0,1,1,1,1,1,0.8550074738415545,0.7583314101084699,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.009466865969108118,0.01593007154396492,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0.8194444444444444,1,1,1,1,1,1,1,1,0,0.7179870453413054,0.597190168474498,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,0.18055555555555555,1,0,1,0,0,0,0,0,1,0.5530642750373692,0.10822178629125317,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.41666666666666663,1,1,1,0,0,0,0,1,1,0.4608868958644744,0.21574544195707362,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0.18055555555555555,1,1,1,1,0,1,1,0,1,0.5774788241155955,0.11108354488806832,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.125,1,1,0,0,1,0,0,0,1,0.6088689586447433,0.07413454881144704,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0.7638888888888888,1,0,1,0,0,0,1,1,1,0.7623318385650224,0.6066582044772675,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0.75,1,1,1,1,0,0,1,1,1,0.8555057299451918,0.6493191783983383,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.16666666666666666,1,1,0,1,1,0,1,1,1,0.8814150473343298,0.1425225017309024,1,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.9166666666666666,1,1,0,1,1,1,1,1,1,0.8953662182361735,0.8265808908377568,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.06944444444444445,1,0,0,1,0,1,0,1,1,0.47184853014449424,0.03705285021924764,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.7777777777777777,1,0,1,0,1,0,0,0,0,0.6183358246138515,0.518676436648973,0,0,1,0,0,0,1,1,0,0,0
0,0,1,0,0.3611111111111111,1,0,0,0,0,1,0,1,0,0.6741405082212258,0.2512866374336487,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.6666666666666666,1,0,1,0,1,1,0,0,1,0.41953163926258097,0.3320563120240018,1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.020926756352765336,0.022669051465497345,0,0,0,1,1,0,0,0,0,0,1
1,0,1,0,0.2222222222222222,1,1,0,0,0,0,0,0,1,0.5695067264573992,0.13507962150934688,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.02690582959641255,0.00024809600738518334,0,0,0,1,1,0,0,1,0,0,0
1,0,0,0,0.4305555555555555,1,1,0,1,1,0,1,1,1,0.8490284005979074,0.35167897530579273,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.16666666666666666,1,0,0,0,1,0,1,1,0,0.7717987045341306,0.13445649665358875,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0.07274539113104136,0.05181744749596123,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.2222222222222222,1,0,0,0,0,0,0,0,1,0.014449427005480797,0.03734133394876529,1,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,0.014449427005480797,0.05005192707131318,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0.5277777777777778,1,1,1,1,1,0,1,1,0,0.656203288490284,0.36566466651280866,0,1,0,0,0,1,0,1,0,0,0
1,0,0,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.25660189337319383,0.002907915993537964,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.5,1,1,1,0,0,0,0,0,0,0.3607374190333832,0.2163281790906993,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,0,0.2730443447932237,0.019876528963766446,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.3194444444444444,1,1,1,0,0,0,1,0,1,0.715495764823119,0.2482114008769906,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.9656203288490284,0.9613027925225018,0,0,1,0,0,0,1,1,0,0,0
1,1,0,0,0.4444444444444444,1,0,0,0,0,0,0,0,0,0.01544593921275536,0.06564735748903763,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,0.5138888888888888,1,1,0,0,0,0,0,0,1,0.5779770802192327,0.3257269789983845,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.6944444444444444,1,0,0,0,1,1,0,1,1,0.7120079720976582,0.49454188783752595,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0.09722222222222221,0,0,0,0,0,0,0,0,0,0.06776283009466866,0.019749596122778674,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.18055555555555555,1,1,0,1,1,1,1,0,1,0.543597409068261,0.10515231940918532,0,1,0,0,1,0,0,0,0,1,0
